Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,gene_name,kegg_orthology,kegg_pathway,kegg_module,kegg_enzyme,kegg_description,paper_reference,log2fc
BHE81_RS17645,5.853258274454633,-3.2956154406979143,1.021349592066175,-3.226726153609102,0.0012521523618872,0.0108924346696951,BHE81_RS17645,gene_0482,K20482,ko00020,M2482,,biosynthesis protein,NO,-3.2956154406979143
BHE81_RS17650,4.380294923017465,-5.386843473420292,1.72147472510732,-3.1292027671707263,0.0017528130722099,0.014075638087322,BHE81_RS17650,gene_0483,K20483,ko01230,M2483,,metabolic enzyme,NO,-5.386843473420292
BHE81_RS17655,14.94461662494716,-2.7365016786792995,0.639750181823476,-4.27745353800364,1.89043398147647e-05,0.0003115523815566,BHE81_RS17655,gene_0484,K20484,ko00020,M2484,,biosynthesis protein,NO,-2.7365016786792995
BHE81_RS17660,11.159046700553018,-2.525479956210549,0.754747487021015,-3.346125690565208,0.0008194923940138,0.0075984688094469,BHE81_RS17660,gene_0485,K20485,ko00020,M2485,,metabolic enzyme,NO,-2.525479956210549
BHE81_RS17690,126.66632747713102,-1.5108548613179786,0.3401415496217709,-4.441841530380549,8.919223934540149e-06,0.0001561419326963,BHE81_RS17690,gene_0486,K20486,ko00920,M2486,,ion channel,NO,-1.5108548613179786
BHE81_RS17695,48.70504600483459,-1.4382721648584682,0.476521256297667,-3.0182749370576394,0.0025421815252294,0.0191526140266837,BHE81_RS17695,gene_0487,K20487,ko02010,M2487,,ion channel,NO,-1.4382721648584682
BHE81_RS17785,40.00485732906883,2.3272014260177345,0.433347827602391,5.370285202290223,7.861221725159067e-08,2.3356686238342323e-06,BHE81_RS17785,gene_0488,K20488,ko03410,M2488,,DNA repair enzyme,NO,2.3272014260177345
BHE81_RS17805,99.28676212506784,-1.34252407469131,0.3298070231972813,-4.070635190470913,4.688512286667085e-05,0.0006774257992276,BHE81_RS17805,gene_0489,K20489,ko02010,M2489,,ion channel,NO,-1.34252407469131
BHE81_RS17835,35.19915964664893,-1.2799094125640178,0.4775447622758906,-2.680187311581441,0.0073580973450551,0.0442219554113786,BHE81_RS17835,gene_0490,K20490,ko01230,M2490,,metabolic enzyme,NO,-1.2799094125640178
BHE81_RS17995,26.515111053452227,2.7987778911425,0.6123550715850868,4.570514756900497,4.865276586108929e-06,9.163661569997127e-05,BHE81_RS17995,gene_0491,K20491,ko00190,M2491,,oxidative stress protein,NO,2.7987778911425
BHE81_RS18090,28.18631311793422,-3.5902777319713355,0.676881603233749,-5.304144350827477,1.132027103174543e-07,3.2489947947574123e-06,BHE81_RS18090,gene_0492,K20492,ko01230,M2492,,catabolic enzyme,NO,-3.5902777319713355
BHE81_RS18100,72.61163740357911,-1.2849506299577471,0.4192760391022217,-3.064688916421645,0.0021789651066678,0.0169301174678295,BHE81_RS18100,gene_0493,K20493,ko01200,M2493,,catabolic enzyme,NO,-1.2849506299577471
BHE81_RS18105,33.60627993296841,-1.3404592849159065,0.4815523657059468,-2.783621014821136,0.0053755804994874,0.0346782479011277,BHE81_RS18105,gene_0494,K20494,ko00920,M2494,,membrane transporter,NO,-1.3404592849159065
BHE81_RS18195,52.09451971232449,-2.355063990661361,0.582109758998875,-4.045738718951648,5.215838301517666e-05,0.000745953281156,BHE81_RS18195,gene_0495,K20495,ko01230,M2495,,catabolic enzyme,NO,-2.355063990661361
BHE81_RS18305,117.9089205244119,2.145517571468461,0.3423330104332348,6.267340589659264,3.6726628110601455e-10,1.581118816312526e-08,BHE81_RS18305,gene_0496,K20496,ko00190,M2496,,stress response regulator,NO,2.145517571468461
BHE81_RS18330,19.291708076448217,-1.496493212764351,0.4851769055646527,-3.0844279593702435,0.0020394399520139,0.015993303266816,BHE81_RS18330,gene_0497,K20497,ko01200,M2497,,metabolic enzyme,NO,-1.496493212764351
BHE81_RS18465,176.97569640349397,-1.8038583857992936,0.3796469427139328,-4.7514102784663175,2.0200278870339256e-06,4.282662138390016e-05,BHE81_RS18465,gene_0498,K20498,ko00920,M2498,,membrane transporter,NO,-1.8038583857992936
BHE81_RS18470,764.8512685029765,-2.0885017626524283,0.3098694294580113,-6.739941291741494,1.5845064132997187e-11,8.356290697139392e-10,BHE81_RS18470,gene_0499,K20499,ko01200,M2499,,catabolic enzyme,NO,-2.0885017626524283
BHE81_RS18625,16.901938691598158,1.8249393488071215,0.6428447685170807,2.8388491875214386,0.004527655035865,0.0301772142121871,BHE81_RS18625,gene_0500,K20500,ko03410,M2500,,oxidative stress protein,NO,1.8249393488071213
BHE81_RS18690,63.29269846783495,-1.95629058748482,0.3880043447408227,-5.0419295917719005,4.608608683421005e-07,1.1174551744455872e-05,BHE81_RS18690,gene_0501,K20501,ko00020,M2501,,biosynthesis protein,NO,-1.95629058748482
BHE81_RS18715,102.77029649778711,1.1430014929756558,0.3746696744109436,3.0506912382825884,0.0022831523037934,0.0176099078056752,BHE81_RS18715,gene_0502,K20502,ko00520,M2502,,biosynthetic enzyme,NO,1.1430014929756558
BHE81_RS18835,37.253522527947496,-1.5447201484873725,0.4657683934450952,-3.316498436189969,0.0009115309755992,0.0082882525561494,BHE81_RS18835,gene_0503,K20503,ko00920,M2503,,membrane transporter,NO,-1.5447201484873725
BHE81_RS18855,113.4399309256043,1.0162324194181611,0.352913152047523,2.8795538322168164,0.0039823830431258,0.0274986482143175,BHE81_RS18855,gene_0504,K20504,ko03410,M2504,,stress response regulator,NO,1.0162324194181611
BHE81_RS18860,58.81969195520031,2.40436615152306,0.5551489161497696,4.33102917357476,1.4841401435726372e-05,0.0002465191836902,BHE81_RS18860,gene_0505,K20505,ko02020,M2505,,stress response regulator,NO,2.40436615152306
BHE81_RS18945,146.45389688863293,4.037415978271795,0.5558866262368246,7.263020529210813,3.785404558254463e-13,2.8018634791711545e-11,BHE81_RS18945,gene_0506,K20506,ko03410,M2506,,DNA repair enzyme,NO,4.037415978271795
BHE81_RS18950,39.52634693054701,3.676866758983366,0.5839339970756446,6.296716371023441,3.0401681448097185e-10,1.3223164332940416e-08,BHE81_RS18950,gene_0507,K20507,ko02020,M2507,,oxidative stress protein,NO,3.676866758983366
BHE81_RS18960,154.07088428696545,2.543543095800985,0.4872338959571387,5.220373863366718,1.785622909742214e-07,4.768065225444557e-06,BHE81_RS18960,gene_0508,K20508,ko02020,M2508,,oxidative stress protein,NO,2.543543095800985
BHE81_RS18965,21.234749043361983,4.459325827827775,0.9090531134778552,4.905462356063318,9.32075162027236e-07,2.0696974255752156e-05,BHE81_RS18965,gene_0509,K20509,ko00190,M2509,,oxidative stress protein,NO,4.459325827827775
BHE81_RS18980,26.71477941051048,4.65112138801532,0.84446385835406,5.507780282131666,3.633865565531548e-08,1.1793291400752e-06,BHE81_RS18980,gene_0510,K20510,ko00190,M2510,,oxidative stress protein,NO,4.65112138801532
BHE81_RS18990,54.76835554452925,3.763038618827995,0.5604541035618903,6.714267225295544,1.890136439792507e-11,9.607814023475403e-10,BHE81_RS18990,gene_0511,K20511,ko00190,M2511,,stress response regulator,NO,3.763038618827995
BHE81_RS18995,81.15632964619725,5.145908205204864,0.5894539303122188,8.729958255565803,2.547666375145517e-18,3.8387872988353343e-16,BHE81_RS18995,gene_0512,K20512,ko00190,M2512,,DNA repair enzyme,NO,5.145908205204864
BHE81_RS19000,53.30975944135785,4.507765552368723,0.7328742988058836,6.15080315916863,7.709154949996121e-10,3.220289577627093e-08,BHE81_RS19000,gene_0513,K20513,ko02020,M2513,,DNA repair enzyme,NO,4.507765552368723
BHE81_RS19005,58.23140691816614,3.269792912447796,0.7458796045066629,4.383807913088723,1.1662261423829905e-05,0.0001976027347274,BHE81_RS19005,gene_0514,K20514,ko00190,M2514,,oxidative stress protein,NO,3.269792912447796
BHE81_RS19010,37.75258424092737,2.5094003158653666,0.4960950370350712,5.058305623984635,4.229981146034172e-07,1.0377704535776132e-05,BHE81_RS19010,gene_0515,K20515,ko03410,M2515,,oxidative stress protein,NO,2.5094003158653666
BHE81_RS19185,12.485664693941734,3.38730963243067,0.9459704644167451,3.580777370802138,0.0003425734603664,0.0036742005246345,BHE81_RS19185,gene_0516,K20516,ko03410,M2516,,oxidative stress protein,NO,3.38730963243067
BHE81_RS19190,8.231927648082538,4.021187027044035,1.2336436492635372,3.259601773530477,0.0011156874398708,0.009882209149738,BHE81_RS19190,gene_0517,K20517,ko03410,M2517,,oxidative stress protein,NO,4.021187027044035
BHE81_RS19200,24.348538315343152,1.6094493837368318,0.5628491616552441,2.859468385817105,0.0042435171284057,0.028829949701681,BHE81_RS19200,gene_0518,K20518,ko01060,M2518,,precursor synthesis,NO,1.6094493837368318
BHE81_RS19245,57.43932638867184,-1.7941972460911468,0.4424756858938884,-4.054905847462587,5.015450028126488e-05,0.0007197341383899,BHE81_RS19245,gene_0519,K20519,ko01200,M2519,,metabolic enzyme,NO,-1.7941972460911468
BHE81_RS19260,29.86151727472848,-3.063656983706118,0.5925360152863526,-5.17041480124302,2.3357494663332687e-07,6.008857925890281e-06,BHE81_RS19260,gene_0520,K20520,ko01200,M2520,,metabolic enzyme,NO,-3.063656983706118
BHE81_RS19285,34.61192153467576,1.3916019960236554,0.474409729465941,2.9333335924417665,0.0033534336560289,0.0237384842194399,BHE81_RS19285,gene_0521,K20521,ko00920,M2521,,ABC transporter,NO,1.3916019960236554
BHE81_RS19305,339.0190087466945,-2.078456482038583,0.5314254842248777,-3.911096745896861,9.187795734121406e-05,0.0012075797570796,BHE81_RS19305,gene_0522,K20522,ko00020,M2522,,metabolic enzyme,NO,-2.078456482038583
BHE81_RS19395,49.51879546842653,2.124030442932207,0.4732346214441764,4.4883242828901135,7.1785599480696585e-06,0.0001305445880211,BHE81_RS19395,gene_0523,K20523,ko00190,M2523,,DNA repair enzyme,NO,2.124030442932207
BHE81_RS19475,154.28301440342628,-1.3530248556289617,0.3293333780306512,-4.108374510108218,3.984536085957202e-05,0.0005982476066424,BHE81_RS19475,gene_0524,K20524,ko00020,M2524,,catabolic enzyme,NO,-1.3530248556289617
BHE81_RS19490,29.632030161835697,-2.187546164783494,0.5439640043463985,-4.021490663544818,5.783100061459075e-05,0.0008132966386431,BHE81_RS19490,gene_0525,K20525,ko01230,M2525,,metabolic enzyme,NO,-2.187546164783494
BHE81_RS19570,28.183545089580587,-2.425618451792694,0.8587063077892226,-2.8247358029051357,0.0047319615573092,0.0312917645929274,BHE81_RS19570,gene_0526,K20526,ko00020,M2526,,biosynthesis protein,NO,-2.425618451792694
BHE81_RS19625,353.94177194339136,1.4482941503660316,0.294383232530442,4.919757616345436,8.665145054203326e-07,1.9445876055150973e-05,BHE81_RS19625,gene_0527,K20527,ko00920,M2527,,membrane transporter,NO,1.4482941503660316
BHE81_RS19635,81.91190660089354,1.405035126964033,0.4359339686693094,3.2230457545047697,0.0012683529204649,0.0109880512760606,BHE81_RS19635,gene_0528,K20528,ko00920,M2528,,ABC transporter,NO,1.405035126964033
BHE81_RS19640,393.67552816653046,1.4873130968623502,0.4352485716230713,3.4171579043121483,0.000632785657733,0.0060585805705736,BHE81_RS19640,gene_0529,K20529,ko00190,M2529,,oxidative stress protein,NO,1.4873130968623502
BHE81_RS19650,834.7421031469584,1.0433749110837018,0.2998584285559458,3.479558390632448,0.0005022409094367,0.0050331458358992,BHE81_RS19650,gene_0530,K20530,ko00520,M2530,,precursor synthesis,NO,1.0433749110837018
BHE81_RS19675,462.70451473832674,-2.6544460681824646,0.3728005185458595,-7.120285343315401,1.0770385142166702e-12,6.990808448430971e-11,BHE81_RS19675,gene_0531,K20531,ko01230,M2531,,catabolic enzyme,NO,-2.6544460681824646
BHE81_RS19680,506.09636220991206,-2.699160364068447,0.3120970516641456,-8.648464795409447,5.219684934575664e-18,7.593741634129216e-16,BHE81_RS19680,gene_0532,K20532,ko01230,M2532,,metabolic enzyme,NO,-2.699160364068447
BHE81_RS19685,7.9695194401925695,-2.534807990203129,0.8599342265756802,-2.9476765918446075,0.0032017182636153,0.0230120091212827,BHE81_RS19685,gene_0533,K20533,ko01200,M2533,,metabolic enzyme,NO,-2.534807990203129
BHE81_RS19690,21.713595058100825,-1.778118027245884,0.587274928038588,-3.0277438084825734,0.0024638687127583,0.0187298416200496,BHE81_RS19690,gene_0534,K20534,ko01230,M2534,,metabolic enzyme,NO,-1.778118027245884
BHE81_RS19695,21.618673350624437,1.4589957634863686,0.5540370411968509,2.6333902880114173,0.0084537142522272,0.049353010089106,BHE81_RS19695,gene_0535,K20535,ko03410,M2535,,oxidative stress protein,NO,1.4589957634863686
BHE81_RS19760,153.70181405407075,1.2226495136394795,0.4569343933105121,2.675765999537316,0.0074558681450406,0.0447027551996113,BHE81_RS19760,gene_0536,K20536,ko02020,M2536,,DNA repair enzyme,NO,1.2226495136394795
BHE81_RS19775,58.31391000263031,-1.4665046027733082,0.4113923547840075,-3.564734700875188,0.0003642244091599,0.0038706871089316,BHE81_RS19775,gene_0537,K20537,ko01230,M2537,,metabolic enzyme,NO,-1.4665046027733082
BHE81_RS19810,57.16733901107897,1.6202019550363111,0.4681812094048298,3.4606300348875063,0.0005389128877608,0.0053349135484982,BHE81_RS19810,gene_0538,K20538,ko03410,M2538,,oxidative stress protein,NO,1.6202019550363111
BHE81_RS19815,49.33223048401428,1.980369257426924,0.4162266075175656,4.757911247524819,1.956064616584603e-06,4.167998291601232e-05,BHE81_RS19815,gene_0539,K20539,ko01060,M2539,,polymerization enzyme,NO,1.980369257426924
BHE81_RS19855,83.67655310349049,-1.646430922310247,0.3254929094525933,-5.058269702646296,4.230777862416437e-07,1.0377704535776132e-05,BHE81_RS19855,gene_0540,K20540,ko01200,M2540,,metabolic enzyme,NO,-1.646430922310247
BHE81_RS19925,74.75544488071652,1.1706726857998215,0.312533129276127,3.745755493221704,0.0001798516988744,0.0021741957522958,BHE81_RS19925,gene_0541,K20541,ko00190,M2541,,DNA repair enzyme,NO,1.1706726857998215
BHE81_RS28835,890.6081720858273,1.534987850886119,0.22091917162648,6.94818760900211,3.7000874751763845e-12,2.1986857827843903e-10,BHE81_RS28835,gene_0542,K20542,ko00190,M2542,,stress response regulator,NO,1.534987850886119
BHE81_RS19940,127.18709341506133,2.9323018093184525,0.5517658961820677,5.314394799693949,1.0701238266920733e-07,3.0923646745300387e-06,BHE81_RS19940,gene_0543,K20543,ko03410,M2543,,oxidative stress protein,NO,2.9323018093184525
BHE81_RS19990,196.0901940277952,1.3445627848201258,0.271426823196959,4.953684271080508,7.282133085262927e-07,1.660719972255367e-05,BHE81_RS19990,gene_0544,K20544,ko00190,M2544,,stress response regulator,NO,1.3445627848201258
BHE81_RS20025,39.33119763374936,-1.5900074313448271,0.4278251835017888,-3.71648863288147,0.0002020107251978,0.0024144001405373,BHE81_RS20025,gene_0545,K20545,ko02010,M2545,,membrane transporter,NO,-1.5900074313448271
BHE81_RS20030,20.235795397713005,-1.9043637474989228,0.6332387529725505,-3.0073392358876574,0.002635454804984,0.0196448477424514,BHE81_RS20030,gene_0546,K20546,ko00020,M2546,,metabolic enzyme,NO,-1.9043637474989228
BHE81_RS20140,40.56356791658699,3.2931104458907723,0.600611964227041,5.482925153062591,4.183500467231919e-08,1.3270818399437193e-06,BHE81_RS20140,gene_0547,K20547,ko02020,M2547,,DNA repair enzyme,NO,3.2931104458907723
BHE81_RS20175,10.912230079598366,2.0222276604649285,0.7521480901905673,2.688603064793489,0.0071751682152529,0.0433696772208486,BHE81_RS20175,gene_0548,K20548,ko03410,M2548,,oxidative stress protein,NO,2.0222276604649285
BHE81_RS20180,92.05231628310064,1.245784563441836,0.3311033531486401,3.762524757284997,0.0001682066513133,0.0020689908509939,BHE81_RS20180,gene_0549,K20549,ko01060,M2549,,polymerization enzyme,NO,1.245784563441836
BHE81_RS20185,169.3074596853903,1.285153494961872,0.4647590101789586,2.7652040451394693,0.0056887199550689,0.0360912924668212,BHE81_RS20185,gene_0550,K20550,ko01060,M2550,,biosynthetic enzyme,NO,1.285153494961872
BHE81_RS20270,12.393640166265063,-2.232862669618142,0.6504787368215446,-3.4326451323046343,0.000597723878174,0.0057972345793475,BHE81_RS20270,gene_0551,K20551,ko01230,M2551,,catabolic enzyme,NO,-2.232862669618142
BHE81_RS20325,33.87641965331304,-2.2260546266451167,0.5882957236912475,-3.783904143782977,0.0001543873042243,0.0019271006997711,BHE81_RS20325,gene_0552,K20552,ko01200,M2552,,catabolic enzyme,NO,-2.2260546266451167
BHE81_RS20385,16.287368974775728,-1.8359090815933063,0.5688980905843645,-3.2271317340993093,0.001250378794737,0.0108924346696951,BHE81_RS20385,gene_0553,K20553,ko01200,M2553,,catabolic enzyme,NO,-1.8359090815933063
BHE81_RS20530,10.560372525272944,-1.911020954284854,0.6622726963234287,-2.885549962868444,0.0039073043710628,0.0270244543303509,BHE81_RS20530,gene_0554,K20554,ko00020,M2554,,biosynthesis protein,NO,-1.911020954284854
BHE81_RS20545,65.11828077800408,-1.190794805076537,0.3145185473836874,-3.78608770446807,0.0001530376797493,0.0019216249132817,BHE81_RS20545,gene_0555,K20555,ko00020,M2555,,biosynthesis protein,NO,-1.190794805076537
BHE81_RS20610,84.31718349165862,1.1488683314005457,0.3498191699160726,3.284177741534799,0.001022803950128,0.0091812975863618,BHE81_RS20610,gene_0556,K20556,ko00190,M2556,,stress response regulator,NO,1.1488683314005457
BHE81_RS20615,55.80306761126349,1.4416818593393508,0.3926467584724898,3.671701926046488,0.0002409405998852,0.0027179903500423,BHE81_RS20615,gene_0557,K20557,ko00520,M2557,,precursor synthesis,NO,1.4416818593393508
BHE81_RS20625,34.69079166895563,-4.591089284931807,0.5651045299643007,-8.124318672904355,4.498823371890947e-16,5.272371057224418e-14,BHE81_RS20625,gene_0558,K20558,ko01200,M2558,,biosynthesis protein,NO,-4.591089284931807
BHE81_RS20630,12.334545948395268,-3.137121222722393,0.8381725404925621,-3.7428107831817385,0.0001819732571932,0.0021873081826167,BHE81_RS20630,gene_0559,K20559,ko00020,M2559,,biosynthesis protein,NO,-3.137121222722393
BHE81_RS20635,10.85455044437817,-2.944093814900953,0.7863943526804245,-3.743788094187111,0.0001812665446273,0.0021850387193798,BHE81_RS20635,gene_0560,K20560,ko01230,M2560,,metabolic enzyme,NO,-2.944093814900953
BHE81_RS20655,1077.0379792282886,-1.75370588592364,0.3368848104552615,-5.205654370565731,1.9331416399534864e-07,5.097452861852349e-06,BHE81_RS20655,gene_0561,K20561,ko01230,M2561,,catabolic enzyme,NO,-1.75370588592364
BHE81_RS20730,35.31041441177419,-2.487691350452046,0.537479917977994,-4.628435904751141,3.6843785808309326e-06,7.196478348391531e-05,BHE81_RS20730,gene_0562,K20562,ko01200,M2562,,catabolic enzyme,NO,-2.487691350452046
BHE81_RS20735,17.08674057853852,-3.3456931101841803,0.7990941898348677,-4.186857009779493,2.8284388915461155e-05,0.0004403388813074,BHE81_RS20735,gene_0563,K20563,ko01200,M2563,,metabolic enzyme,NO,-3.3456931101841803
BHE81_RS20765,43.52544167058028,1.911831369441664,0.4524076311184087,4.225904334803937,2.3798308601091335e-05,0.0003788870339169,BHE81_RS20765,gene_0564,K20564,ko02020,M2564,,DNA repair enzyme,NO,1.911831369441664
BHE81_RS20780,377.8398918849432,-3.62570144543616,0.3913802146570419,-9.263885371960573,1.9712540543796583e-20,3.4653003564282413e-18,BHE81_RS20780,gene_0565,K20565,ko00020,M2565,,catabolic enzyme,NO,-3.62570144543616
BHE81_RS20825,87.02716428224107,3.727535038556078,0.443315611022977,8.40830989451188,4.159609286936536e-17,5.484184869245389e-15,BHE81_RS20825,gene_0566,K20566,ko03410,M2566,,stress response regulator,NO,3.727535038556078
BHE81_RS20830,57.93636546214922,3.660649642469632,0.5504008745746427,6.65087904393072,2.9134764766210226e-11,1.4461126182193055e-09,BHE81_RS20830,gene_0567,K20567,ko00190,M2567,,oxidative stress protein,NO,3.660649642469632
BHE81_RS20835,114.89164630988316,3.8957677090882346,0.5379219077675564,7.242255154202886,4.4128463249484155e-13,3.155559092365654e-11,BHE81_RS20835,gene_0568,K20568,ko02020,M2568,,DNA repair enzyme,NO,3.8957677090882346
BHE81_RS20840,70.18719579487875,5.190979066927426,1.789334516192042,2.9010668603065715,0.0037189451896433,0.025891468242748,BHE81_RS20840,gene_0569,K20569,ko02020,M2569,,stress response regulator,NO,5.190979066927426
BHE81_RS20845,31.191094075125523,4.141663867647974,0.7610111415300652,5.442316993310866,5.2591979622324406e-08,1.61960264252983e-06,BHE81_RS20845,gene_0570,K20570,ko00190,M2570,,DNA repair enzyme,NO,4.141663867647974
BHE81_RS20985,106.66287638598682,2.1410762387529183,0.3359425967203192,6.373339551624111,1.8495576334681508e-10,8.296580993637069e-09,BHE81_RS20985,gene_0571,K20571,ko00190,M2571,,oxidative stress protein,NO,2.1410762387529183
BHE81_RS21030,15.929092339777092,2.107444168668047,0.656926561330724,3.208036168303252,0.0013364469021974,0.0114603038218921,BHE81_RS21030,gene_0572,K20572,ko02020,M2572,,stress response regulator,NO,2.107444168668047
BHE81_RS21050,12.514912078860254,2.017318166414766,0.7147234662280401,2.822515646591516,0.004764849688764,0.0314107825576489,BHE81_RS21050,gene_0573,K20573,ko00190,M2573,,oxidative stress protein,NO,2.017318166414766
BHE81_RS21060,25.18815989331222,3.336217457234794,0.7882019231183719,4.232693881328887,2.3090870368807507e-05,0.000370419703749,BHE81_RS21060,gene_0574,K20574,ko03410,M2574,,oxidative stress protein,NO,3.336217457234794
BHE81_RS21095,65.06946535817582,-1.2462022583512766,0.3493147661835841,-3.5675624937547834,0.0003603174614687,0.0038485553669287,BHE81_RS21095,gene_0575,K20575,ko01230,M2575,,catabolic enzyme,NO,-1.2462022583512766
BHE81_RS21100,401.28982983102713,-1.4123899608197794,0.43969876966815,-3.212176285791612,0.0013173351442782,0.0113194235717109,BHE81_RS21100,gene_0576,K20576,ko00920,M2576,,membrane transporter,NO,-1.4123899608197794
BHE81_RS21105,695.2163632781858,-1.624135385867716,0.3623254461544762,-4.482531942223212,7.376259749672798e-06,0.0001335641196732,BHE81_RS21105,gene_0577,K20577,ko01230,M2577,,catabolic enzyme,NO,-1.624135385867716
BHE81_RS21110,89.88107474880998,4.403228133080969,0.6387915220423652,6.8930597560262274,5.460492285737468e-12,3.0717089271368503e-10,BHE81_RS21110,gene_0578,K20578,ko03410,M2578,,DNA repair enzyme,NO,4.403228133080969
BHE81_RS21200,102.4960437500315,2.532798218824368,0.3537372130492507,7.160112437680472,8.061091650922159e-13,5.4854428508452555e-11,BHE81_RS21200,gene_0579,K20579,ko00190,M2579,,DNA repair enzyme,NO,2.532798218824368
BHE81_RS21290,18.31189069738226,3.9113404574653936,0.8059914031846491,4.852831484319595,1.217111076162978e-06,2.6744748074643772e-05,BHE81_RS21290,gene_0580,K20580,ko02020,M2580,,oxidative stress protein,NO,3.9113404574653936
BHE81_RS21315,46.7095872030144,-1.2144252921043748,0.3846336126979661,-3.157356122846194,0.0015920678100073,0.0132049118824117,BHE81_RS21315,gene_0581,K20581,ko00920,M2581,,membrane transporter,NO,-1.2144252921043748
BHE81_RS21320,349.77237137669607,-2.196477611172051,0.2757027239555458,-7.966833187786023,1.6279217266417039e-15,1.807421517026671e-13,BHE81_RS21320,gene_0582,K20582,ko01200,M2582,,biosynthesis protein,NO,-2.196477611172051
BHE81_RS21330,44.57818388569091,2.267800358302514,0.4390117776511159,5.165693664156643,2.3954884964110685e-07,6.125191494762605e-06,BHE81_RS21330,gene_0583,K20583,ko00190,M2583,,DNA repair enzyme,NO,2.267800358302514
BHE81_RS21425,228.0201687773168,1.355084422051268,0.4292970219769002,3.1565195020714194,0.0015966421005957,0.0132049118824117,BHE81_RS21425,gene_0584,K20584,ko01060,M2584,,precursor synthesis,NO,1.355084422051268
BHE81_RS21440,15.25152663238398,2.1461993010551983,0.6693152000085374,3.206559930250833,0.0013433232067348,0.0114959038726461,BHE81_RS21440,gene_0585,K20585,ko03410,M2585,,oxidative stress protein,NO,2.1461993010551983
BHE81_RS21490,64.33433023559536,-1.2398505496867616,0.3588633157874681,-3.454938120287129,0.000550419133887,0.0054130963306982,BHE81_RS21490,gene_0586,K20586,ko00020,M2586,,metabolic enzyme,NO,-1.2398505496867616
BHE81_RS21500,32.74611401558517,2.684066823482326,0.5085221455079021,5.278170965005922,1.3047970132019072e-07,3.645654701125064e-06,BHE81_RS21500,gene_0587,K20587,ko02020,M2587,,oxidative stress protein,NO,2.684066823482326
BHE81_RS21520,85.03628867570981,2.7212128316254227,0.3657414161337016,7.440264382392633,1.0048399084151389e-13,8.312587399222491e-12,BHE81_RS21520,gene_0588,K20588,ko00190,M2588,,stress response regulator,NO,2.7212128316254227
BHE81_RS21540,107.56997462589698,-1.3279804403344844,0.476970957959517,-2.7841955955045736,0.0053660663839392,0.0346698837271665,BHE81_RS21540,gene_0589,K20589,ko01230,M2589,,catabolic enzyme,NO,-1.3279804403344844
BHE81_RS21570,13.115648974487796,-2.072797766673865,0.6566534269684803,-3.156608465813063,0.0015961551100418,0.0132049118824117,BHE81_RS21570,gene_0590,K20590,ko00020,M2590,,biosynthesis protein,NO,-2.072797766673865
BHE81_RS21575,38.98495222519636,-1.2548811429307036,0.4253129305573291,-2.950489046468233,0.0031727129407683,0.0228793377165945,BHE81_RS21575,gene_0591,K20591,ko00920,M2591,,membrane transporter,NO,-1.2548811429307036
BHE81_RS21595,7.30655146803183,-4.058308411257627,1.2922574404273228,-3.14047981794992,0.0016867132874265,0.0137720411273329,BHE81_RS21595,gene_0592,K20592,ko00020,M2592,,metabolic enzyme,NO,-4.058308411257627
BHE81_RS21635,50.16374371934014,-3.786631875398149,0.4511314885560658,-8.39363239200616,4.7134834286809646e-17,6.026117147153028e-15,BHE81_RS21635,gene_0593,K20593,ko01230,M2593,,metabolic enzyme,NO,-3.786631875398149
BHE81_RS21640,81.80199506165584,-1.132885834137893,0.354016117189019,-3.200096772806007,0.0013738145174611,0.0117093403013508,BHE81_RS21640,gene_0594,K20594,ko01230,M2594,,metabolic enzyme,NO,-1.132885834137893
BHE81_RS21645,53.81689169391554,1.4691771790911368,0.4077544092829763,3.6030932974449983,0.0003144525968418,0.0034281020828836,BHE81_RS21645,gene_0595,K20595,ko02010,M2595,,ion channel,NO,1.4691771790911368
BHE81_RS21705,16.112470151238924,-2.448155566769567,0.6149922906122426,-3.980790660533903,6.868641988508719e-05,0.0009408701477116,BHE81_RS21705,gene_0596,K20596,ko00020,M2596,,catabolic enzyme,NO,-2.448155566769567
BHE81_RS21720,16.31060327382403,-2.7294106655748567,0.9219692155925472,-2.9604140999660946,0.0030722578380506,0.0223480272736824,BHE81_RS21720,gene_0597,K20597,ko00020,M2597,,metabolic enzyme,NO,-2.7294106655748567
BHE81_RS21875,8.074771721537449,-3.1212850318059524,0.9037080102143716,-3.4538645187681163,0.000552614917793,0.0054220519492298,BHE81_RS21875,gene_0598,K20598,ko00020,M2598,,metabolic enzyme,NO,-3.1212850318059524
BHE81_RS21880,6.107250823039508,-4.937882351490032,1.4005524761506454,-3.525667503056777,0.00042241695083,0.0043574012605179,BHE81_RS21880,gene_0599,K20599,ko00020,M2599,,catabolic enzyme,NO,-4.937882351490032
BHE81_RS21885,8.202022112144848,-2.8049571354670344,1.0114900450923066,-2.773094158540196,0.0055526051946847,0.0354409097070723,BHE81_RS21885,gene_0600,K20600,ko00020,M2600,,metabolic enzyme,NO,-2.8049571354670344
BHE81_RS22015,13.750182991649922,2.099664083180166,0.702158449029325,2.9902995343611907,0.0027870399945075,0.0205928576827098,BHE81_RS22015,gene_0601,K20601,ko02020,M2601,,DNA repair enzyme,NO,2.099664083180166
